0 -0.769382 0.003432
1 -0.769389 0.00338678
2 -0.768975 0.00372555
3 -0.769615 0.00372908
4 -0.770333 0.0038248
5 -0.771051 0.00389501
6 -0.770776 0.00395461
7 -0.771447 0.00391256
8 -0.771717 0.00388681
9 -0.772163 0.00397639
10 -0.772608 0.00407361
11 -0.772542 0.00405061
12 -0.772082 0.00384413
13 -0.771976 0.00392659
14 -0.772788 0.00392907
15 -0.773816 0.00383099
16 -0.774562 0.00378952
17 -0.774485 0.00362143
18 -0.773901 0.00351667
19 -0.773748 0.00357471
20 -0.774569 0.00353022
21 -0.773524 0.00349993
22 -0.773572 0.00343087
23 -0.773834 0.00342085
24 -0.773486 0.00343751
25 -0.773611 0.00359054
26 -0.773409 0.00348087
27 -0.773341 0.00341765
28 -0.773017 0.00342555
29 -0.773418 0.00333295
30 -0.773311 0.00329546
31 -0.77295 0.00336331
32 -0.773584 0.00356409
33 -0.773835 0.00369202
34 -0.773889 0.00368404
35 -0.772869 0.00372009
36 -0.77276 0.00379699
37 -0.772443 0.00380815
38 -0.772481 0.00363181
39 -0.772221 0.00380972
40 -0.772413 0.00368559
41 -0.772125 0.00385071
42 -0.773326 0.00390848
43 -0.773297 0.00389844
44 -0.773028 0.00382362
45 -0.772776 0.00374306
46 -0.773126 0.00369192
47 -0.773772 0.00359644
48 -0.773423 0.00365777
49 -0.773417 0.00363601
50 -0.772932 0.00369216
51 -0.772717 0.00350028
52 -0.77318 0.00356447
53 -0.773635 0.00353261
54 -0.773012 0.00343382
55 -0.773363 0.00347332
56 -0.774296 0.00351313
57 -0.774443 0.0033938
58 -0.774897 0.00331733
59 -0.775822 0.00323113
60 -0.775644 0.00310586
61 -0.775666 0.00310789
62 -0.775537 0.00315612
63 -0.774961 0.00317557
64 -0.774746 0.00339826
65 -0.774887 0.00329638
66 -0.774787 0.00318019
67 -0.774009 0.00304465
68 -0.773964 0.00301474
69 -0.77442 0.00300195
70 -0.774521 0.00307222
71 -0.773934 0.00304776
72 -0.77443 0.00310876
73 -0.774614 0.0030637
74 -0.774388 0.00322802
75 -0.775036 0.00314602
76 -0.77547 0.00334088
77 -0.774708 0.00333863
78 -0.774608 0.00333566
79 -0.775081 0.0033609
80 -0.776065 0.00340012
81 -0.776346 0.0034882
82 -0.77641 0.00361694
83 -0.776312 0.00348419
84 -0.776364 0.00355658
85 -0.776359 0.00357509
86 -0.775665 0.00354659
87 -0.77546 0.00336268
88 -0.775019 0.00334782
89 -0.775188 0.003366
90 -0.775252 0.00327824
91 -0.775348 0.00327888
92 -0.775032 0.00330971
93 -0.774696 0.00326109
94 -0.775169 0.00335159
95 -0.775486 0.00330685
96 -0.776138 0.00317125
97 -0.775872 0.00324121
98 -0.775966 0.00316151
