0 0.308259 0.00333437
1 1.24715 1.38251
2 2.45142 1.34115
3 -0.298981 1.73577
4 2.16328 1.33983
5 -1.69078 2.09967
6 3.54409 1.85424
7 2.09701 1.70075
8 0.315913 1.58188
9 -0.373521 1.71291
10 1.60763 1.77484
11 1.44639 1.70746
12 2.55592 1.24036
13 -1.41459 1.46288
14 -0.00692057 1.31474
15 2.02736 1.34837
16 -1.59507 1.47589
17 3.26883 1.90267
18 -1.13549 1.57254
19 1.27889 1.78987
20 0.414441 1.76358
21 4.42074 1.36157
22 2.5651 1.54076
23 2.16376 1.58002
24 -1.01995 0.965869
25 -0.938733 1.20645
26 2.30872 1.77873
27 0.501388 1.31938
28 1.26291 1.80827
29 1.5436 1.36476
30 -1.90278 1.30557
31 -0.903074 1.08444
32 1.43242 1.73679
33 0.807088 1.14795
34 -2.04598 0.961563
35 -0.493026 1.8417
36 1.71357 1.34481
37 -2.72464 1.70982
38 3.22943 1.18869
39 -2.98195 1.48792
40 -0.986956 1.10014
41 0.0820656 1.29771
42 1.39622 1.52681
43 0.107132 1.26289
44 2.23788 1.62918
45 -0.588588 1.53853
46 3.26356 1.20243
47 -1.79378 1.33738
48 0.754355 1.40266
49 -1.54178 1.22908
50 -1.19136 1.21443
51 0.135645 1.44456
52 -2.8232 1.28765
53 1.91171 1.6242
54 -0.716551 1.54468
55 -2.47071 1.49517
56 0.377793 1.05094
57 1.51531 1.50466
58 0.39177 1.52378
59 -0.562349 1.39676
60 2.94966 1.67006
61 3.53102 1.46939
62 2.18864 1.50686
63 -1.26104 1.41128
64 -0.149789 1.342
65 2.41175 1.25255
66 -0.639027 1.40873
67 0.715065 1.27724
68 1.52848 1.49939
69 0.964889 1.58743
70 0.150309 1.63633
71 -1.37573 1.33122
72 0.41915 1.38145
73 0.220207 1.18572
74 -1.19082 1.15344
75 -1.3534 1.30909
76 0.305796 0.800725
77 0.382208 1.57766
78 -1.3865 1.43705
79 -0.552896 1.47936
80 0.605857 1.26849
81 -0.16901 1.31934
82 1.83829 1.85082
83 0.159745 1.28916
84 -0.957523 1.28855
85 0.0208586 1.84088
86 1.73743 1.70187
87 0.130298 1.31342
88 -1.7898 1.63
89 -0.11972 1.32417
90 -0.580736 1.52817
91 -2.56853 1.40133
92 0.583994 1.55275
93 0.59198 1.57466
94 0.827972 1.30447
95 -0.628306 1.38471
96 0.376632 1.16607
97 3.31498 1.80533
98 2.34396 1.23156
99 -0.558381 1.43296
100 1.13656 1.35719
101 0.499775 2.03589
102 -0.749797 1.66022
103 1.78981 1.14328
104 0.69656 1.41319
105 0.929819 1.72202
106 0.48534 1.51428
107 1.87576 1.44867
108 0.939791 1.4364
109 0.889055 1.79672
110 -0.268725 1.54052
111 -2.27717 1.33733
112 -1.39233 1.68365
113 1.63319 1.58996
114 0.684242 1.40192
115 -0.499461 1.853
116 0.722704 1.9907
117 1.86972 1.35851
118 0.897725 1.72633
119 2.58681 1.50359
120 1.02116 1.15823
121 0.172579 1.34624
122 0.735792 1.31806
123 0.820513 1.26766
124 1.38553 1.18795
125 -0.48153 1.33544
126 4.42012 1.49015
127 -2.71075 1.3557
128 -1.77359 1.2648
129 1.45204 1.52301
130 1.2654 1.26261
131 -3.32169 1.71847
132 1.87031 1.41192
133 0.843861 1.4327
134 2.10984 1.60234
135 0.283707 1.63765
136 1.29156 1.63238
137 -0.0745423 1.36542
138 0.0426096 1.35061
139 -0.995092 1.41437
140 1.40094 1.34789
141 -1.69358 1.63574
142 -0.306778 1.4374
143 -2.29593 1.63949
144 1.72565 1.43361
145 -0.0218923 1.15769
146 -0.702855 1.07826
147 1.93504 1.53564
148 0.169902 1.48662
149 -0.0197437 1.50074
150 1.164 1.60849
151 -2.04212 1.80124
152 -0.213667 1.28004
153 -0.714801 1.81837
154 -0.0271445 1.06834
155 1.23659 1.24505
156 -1.45441 1.74215
157 0.639998 1.58815
158 0.307164 1.54573
159 0.952461 1.14776
160 0.162117 1.59499
161 -1.93563 1.6084
162 0.112427 1.42271
163 -0.0956269 1.69931
164 -1.78668 1.50165
165 -0.403032 1.59696
166 1.81635 1.29222
167 0.00222532 1.05784
168 0.143189 1.79495
169 -1.13637 1.35296
170 0.791355 1.48856
171 -1.21816 1.09176
172 -0.368074 1.12049
173 1.3394 1.45573
174 -1.31953 1.53567
175 0.102831 1.62166
176 -1.4637 1.47164
177 0.605987 1.26075
178 -0.508821 1.38616
179 -1.48423 1.48306
180 2.70061 1.47807
181 1.97359 1.59549
182 0.487203 1.84152
183 0.961929 1.77453
184 0.749217 1.51006
185 2.74695 1.64358
186 -0.259013 1.50756
187 -0.119693 1.58963
188 -1.01563 1.14672
189 1.22269 1.2699
190 0.807605 1.37602
191 -2.11519 1.36045
192 -0.10679 1.42922
193 1.17197 1.22216
194 -1.34904 1.65321
195 0.939926 1.30603
196 -2.5425 1.42612
197 -0.136208 1.70975
198 2.34296 1.70588
199 0.168941 1.42224
200 -2.23375 1.26301
201 -1.369 1.68683
202 0.515559 1.50098
203 4.07404 1.3373
204 -1.45969 1.13191
205 1.9282 1.40835
206 -2.05386 1.36621
207 -1.31113 1.53299
208 -2.36436 1.43124
209 3.80972 1.2207
210 -1.392 1.50189
211 0.842564 1.81503
212 -0.69201 1.65749
213 -2.037 1.10895
214 1.76769 1.52443
215 1.57922 1.20567
216 2.52476 1.79104
217 2.93455 1.49515
218 0.35874 2.13126
219 0.569907 1.4516
220 -0.247401 1.69791
221 0.690181 1.46369
222 -0.873807 1.20063
223 1.60683 1.46485
224 0.265427 1.59497
225 -0.237417 2.29798
226 -0.396501 1.89609
227 1.68007 1.51654
228 -1.22332 1.43918
229 -2.4045 1.49636
230 0.618819 1.58901
231 -0.382868 1.18107
232 1.50275 1.13957
233 -0.0894883 1.5473
234 0.978322 1.53444
235 0.035579 1.66746
236 0.790422 1.4627
237 3.38377 1.44214
238 0.715963 1.96589
239 2.83151 1.44916
240 -0.789514 1.09054
241 1.61991 1.40228
242 -0.530566 1.74485
243 -0.231506 1.55282
244 0.435777 1.00478
245 0.0550254 1.19499
